price,floors,view,condition,sqft_living15
494000,1,0,4,1990
317500,1,0,4,1650
670000,2,0,4,2350
650000,2,2,3,3140
852000,2,0,3,1670
250000,2,0,3,1098
264950,1,0,4,1620
582500,1,0,5,1380
384000,2,0,3,1540
817000,1.5,0,3,1930
320000,1,0,4,1550
445800,1,0,3,2140
263300,1,0,3,1175
215000,1,0,3,1170
842500,1.5,0,3,1560
850000,1.5,0,3,1560
386000,2,0,3,1900
251100,2,0,3,1680
435000,1,0,3,1750
870000,2,0,3,3530
800000,2,0,3,2450
555000,1,0,4,1610
280000,2,0,3,2360
356000,1,0,3,1500
675000,2,4,3,3100
605000,2,0,3,2470
690500,1.5,2,4,1680
437000,1,0,3,1680
850000,1.5,0,4,2810
350000,1.5,0,4,1540
480000,1.5,0,3,1820
379500,2,0,3,1500
600000,2,0,3,2720
1.44E+06,2,3,4,3580
303000,2,0,3,1000
800000,1,4,3,2430
549000,1.5,0,5,1280
324950,1,0,3,2070
170000,1,0,3,1100
178000,1,0,5,870
144000,1,0,3,1188
1.58E+06,1,2,4,3330
258000,1,0,3,1100
345000,1,0,4,900
470000,1,0,3,2320
2.90E+06,2,4,3,3540
350000,1,0,5,1390
225500,1,0,4,1750
473000,1,0,3,1180
279000,1,0,3,1820
470000,1,0,3,1530
565000,1,0,4,1510
695000,1,1,4,1780
315000,1,0,4,2070
529000,2,0,3,2130
750000,1.5,0,3,3250
481500,2,0,3,1840
211000,1,0,3,1080
455000,1,0,3,1940
238950,1,0,3,890
722500,2,0,3,2000
795000,1,3,4,3230
327500,2,0,3,2050
585000,2,0,3,3400
775000,1,1,3,3300
645000,2,0,3,2510
445000,1,0,3,2070
257950,1,0,3,1400
375000,1,0,3,1380
245000,2,0,3,1610
725000,2,0,3,2150
702000,2,0,3,2920
330000,2,0,3,2660
940000,1.5,0,3,1780
354500,1.5,0,4,1600
279950,1.5,0,4,1070
284000,1,0,4,1470
480000,1,1,3,2150
647500,1,1,3,2150
625000,2,0,3,2780
152000,1,0,4,1160
322000,1,0,3,1740
445000,1,0,4,1470
595000,1.5,0,4,1280
165000,1,0,3,1910
278500,2,0,3,2060
517500,1,0,3,2140
343566,1,0,3,1240
286285,1,0,3,1610
474905,1,0,5,1210
550000,1,0,4,1540
286000,2,0,3,1530
900000,1,0,4,2180
449950,2,0,3,1610
259000,2,0,3,1490
340000,1,0,3,1480
785000,2,0,3,3150
490000,1.5,0,4,1320
344950,1,0,4,2050
950000,2,0,4,2690
810000,1,4,4,1690
998160,1,3,4,3010
377000,1,0,3,2100
595000,1,0,4,2240
313300,1,0,3,1180
360000,1.5,0,4,1220
188000,1,0,2,1840
755000,1.5,0,3,2410
1.29E+06,2,2,3,1940
455000,2.5,0,3,1510
817500,2,3,3,3420
550000,3,0,3,1560
260000,1,0,3,2020
320000,1.5,0,3,2300
1.15E+06,1,1,3,3850
362000,1,0,3,1590
503500,2,0,3,1640
653000,2,0,3,2340
760000,2,0,3,3700
775000,1,0,4,1760
1.34E+06,1.5,4,3,3030
417500,1,0,4,2060
525000,1,0,4,1870
217000,1,1,3,1220
525000,1,0,3,1970
442500,1,0,3,1470
525000,1,0,4,1480
425500,1,0,4,1550
710000,2,2,3,2450
545000,1,3,3,2380
410000,1.5,0,4,1980
245000,1,0,3,1700
194900,1,0,4,1140
284000,2,0,3,2330
280000,1.5,0,4,1820
280000,1,0,3,2080
360000,1,0,5,1080
405000,1,0,3,1460
865000,2,0,3,3840
483300,1,0,4,1280
355000,2,0,4,2100
274950,1,0,3,1570
1.93E+06,2,3,3,3050
755000,2,0,3,3560
1.94E+06,2,4,3,2680
309212,1,0,3,1520
219950,1,0,3,1540
690000,1.5,0,4,1400
250800,1,0,3,1140
557500,1,2,3,3140
941000,1.5,0,5,1940
3.65E+06,1.5,4,5,3510
305000,1,0,4,1810
815000,1,0,4,2060
1.02E+06,1,4,4,2480
1.24E+06,1.5,3,5,2620
535000,2,0,3,2390
775000,1,0,4,2010
255000,1,0,3,1590
327000,1,0,3,1500
560000,2,3,3,2960
1.34E+06,2,3,3,2870
199500,1,0,4,1470
760000,2,0,3,2510
439000,3,2,3,1150
527000,1,0,4,2150
199950,1.5,0,4,1160
254000,2,0,4,1660
393000,1,0,4,1110
585000,1,0,4,2470
450000,1,0,4,1140
565000,1,0,3,2330
330000,1,0,4,2000
870000,1.5,0,3,3100
585000,1,0,4,2040
500000,2,3,3,2390
225000,1,0,3,1820
295000,1,0,3,1820
775000,1,0,4,3300
280000,1,0,3,1520
539000,1.5,0,5,1180
567500,1,2,4,2550
442500,1,0,3,1860
598200,3,0,3,1100
610000,2,0,5,1780
544900,2,0,3,2250
557500,2,0,3,1960
532500,1,1,3,1560
1.35E+06,2,0,5,2740
750000,1,0,3,1820
530000,2,0,3,1960
346100,2,0,3,1500
260000,2,0,4,2700
365000,1,0,5,1800
615000,1,0,4,1980
318400,2,0,3,1680
498500,2,0,3,1630
450000,1,0,5,1270
200000,1,0,4,1870
234000,1,0,5,1150
121800,1,0,3,1290
805000,1.5,2,5,2260
410000,1,0,3,1500
475000,2,0,3,1380
1.34E+06,2,0,3,3390
269000,1,0,3,1000
573000,2,0,4,2000
330000,2,0,3,1540
252750,1.5,0,3,1020
745000,1,0,3,2170
280000,1,0,3,1450
535000,1,0,5,1540
580000,1,0,3,1880
301000,1,0,4,1770
600000,1,0,5,1740
538900,2,0,3,1650
366000,2,0,3,2380
303000,2,0,3,2100
432000,2,0,3,1470
300000,1,0,3,1250
908800,2,0,4,980
500000,1,0,3,1460
254000,1,0,5,1510
470000,1.5,0,4,1530
480000,1,0,5,1850
536000,1,0,4,1610
1.35E+06,2,3,3,4042
550000,1,0,4,2460
260000,1,0,4,1600
284900,2,0,3,1160
740000,2,0,3,2200
425000,1,0,4,1170
230000,1,0,3,1120
675000,2,0,3,1910
267500,1,0,3,1810
814000,1,2,5,2310
1.25E+06,1.5,0,3,2810
460000,1,0,3,1830
445000,2,0,3,2020
715000,2,0,3,2890
425000,1,0,3,1840
370000,2,0,3,2130
302000,1,0,4,1780
453000,1,0,4,1540
290000,1,0,4,1440
1.04E+06,2,0,3,3190
925000,1,0,4,2650
600000,1,0,3,2740
354000,1,2,4,1060
204950,1,0,3,1440
675000,2,0,3,2890
995000,2,0,3,3850
800000,1,0,4,2160
472500,2,0,3,1760
549950,1,0,3,2510
575575,1,0,3,2100
545000,1,0,3,3060
340000,1,0,3,1920
225000,1,0,4,1090
299950,1,0,3,1460
829900,2,0,3,1620
340000,2,0,3,2090
515000,1,0,3,2050
601000,2,0,4,2090
470000,2,0,3,2440
371500,1,0,4,1230
550000,1,0,4,2340
242550,2,0,3,1630
367500,1,0,3,2090
359000,2,0,3,2030
204900,1,0,2,1260
850000,1,0,2,1970
187000,2,0,3,1070
326000,1,0,4,2000
340000,1,0,4,2000
330000,1,0,3,1360
782000,2,0,3,3310
612000,2,0,3,2140
400000,1,0,3,1920
941500,2,4,3,3080
313000,2,0,3,1710
735000,1.5,0,5,1360
471000,1,0,3,2210
350000,1,0,4,1560
530000,1,0,3,2550
415000,2,0,3,1740
639500,2,0,3,2330
580379,1.5,0,4,2330
378000,2,0,3,1760
265000,1,0,4,1720
212000,1,0,4,1100
400000,2,2,3,2220
750000,2,0,3,1990
384900,1,0,3,1760
176000,1,0,5,1150
350000,2,0,3,2290
168000,1,0,4,1200
358000,1,0,3,1410
580000,1,0,4,2720
442500,1,0,3,1590
515000,3,0,3,1430
554000,1,2,4,2100
659000,2,0,3,2518
414999,1,0,3,1880
275000,1,0,3,1680
193000,1,0,4,1320
525000,2,0,3,2460
424000,2,0,3,2040
455000,1,0,4,1520
463000,2,1,4,1210
1.10E+06,1,3,3,2730
523000,2,0,4,1550
615000,1,0,4,2540
1.52E+06,2,0,3,3930
870000,2,0,3,1910
710000,2,0,3,2970
215000,1,0,5,1280
590000,1,0,4,1530
323000,1,0,3,2440
279000,1.5,0,4,1480
535100,1,0,3,2350
830000,1,0,5,2120
815000,2,0,3,3150
535900,1,0,3,2120
230000,1,0,3,1480
325500,1,0,4,1840
359000,2,0,3,1690
505000,2,2,3,1890
253905,1,0,5,950
369950,1,0,3,1480
350000,2,0,3,1870
650000,3,0,3,1660
295000,1,0,3,1500
620000,1,3,3,2190
2.00E+06,2,0,3,2720
246000,1,0,3,1070
430000,1,0,3,2260
509990,2,0,2,1360
490000,1,0,4,2010
385000,1,1,3,1870
769000,2,0,3,2570
185000,1,0,4,840
303500,1,0,4,1420
468000,1,0,3,2360
449950,2,0,3,1850
235000,2,0,3,880
520000,2,0,3,2490
203000,1,0,3,1080
657000,1,0,4,2040
275000,1,0,4,1230
540000,2,0,3,2700
455000,2,0,3,2360
458500,1,0,3,1250
549900,2,0,3,3490
750000,2,0,5,1570
235000,1.5,0,3,1450
286000,2,0,5,1490
2.65E+06,2,3,3,3210
602000,1,0,4,1910
640000,1.5,0,3,1880
267000,1,0,4,1720
712000,2,0,3,2670
244500,1,0,3,1290
301000,1,0,3,1290
990000,2,0,4,2340
739999,2,0,3,2960
480000,1,0,3,1820
305000,3,0,3,1340
703300,1.5,0,4,1760
265000,2,0,4,1580
600000,2,2,3,2330
253000,1,0,3,1640
617950,2,0,3,1920
385000,2,0,4,1260
319000,1,0,5,2230
696000,1,0,5,1960
345000,1,0,4,1650
380000,3,0,3,1120
647500,1,0,4,2590
725000,2,0,3,3510
269950,1,0,4,1530
875000,2,0,3,3800
299950,1,0,3,1680
1.88E+06,2,0,3,1780
430000,1,0,3,1180
495000,2,0,3,2200
275000,1,0,3,1650
333000,1,0,3,1790
247000,2,0,4,1730
204555,1.5,0,4,2400
432000,1,0,4,2770
175000,1,0,4,1690
556300,1,0,4,1800
286000,1,0,4,1210
320000,3,0,3,1110
815000,2,0,4,2740
385000,1,0,3,1880
1.04E+06,2,0,5,2550
350000,2,0,3,2450
277000,2,0,3,2370
415000,1,0,3,1800
295000,1,0,5,1090
969000,2,4,5,2360
339888,1,0,5,960
269950,2,0,3,1840
1.19E+06,2,2,3,2560
780000,2,0,4,3100
198000,1,0,4,1120
350000,1,0,4,2740
350000,1,0,4,1320
319000,2,0,3,2390
311000,2,0,4,2230
394000,2,0,3,2850
1.34E+06,2.5,0,4,3060
2.70E+06,2,4,3,3850
396000,1,0,3,1680
809000,1,0,4,2180
480000,1,0,3,1560
535000,1,0,4,1560
425000,2,0,3,1580
408000,3,0,3,1460
1.26E+06,2,0,4,3230
310000,1,0,4,980
292000,2,0,3,2200
217000,1,0,4,1140
398500,2,0,3,1520
2.25E+06,1.5,2,4,3450
700000,1,0,3,1700
585000,2,0,3,2930
399950,1,0,4,1870
235000,1,0,3,1370
212000,1,0,5,1430
310000,1,0,3,2080
539000,1,0,3,2080
390000,2,0,3,1940
560000,1,0,4,2410
800000,2,0,3,3320
1.90E+06,2,0,3,3140
472000,1,0,3,1930
502550,1,0,4,1670
830000,2,0,3,3100
224950,1,0,4,1750
375000,2,0,3,1950
645000,1.5,0,3,3160
599000,1.5,0,5,2040
515000,2,0,3,2630
135000,1,0,4,880
485000,2,0,3,1650
890000,2,0,4,2670
215000,1,0,4,1230
299500,1,0,3,1360
800000,1,0,4,3360
275000,2,0,3,1670
256400,1,0,3,1570
310000,1,0,4,820
385000,1,0,3,1540
203000,1,0,3,1640
285000,1,0,3,1460
473975,2,0,3,1830
320000,1,0,4,1890
599000,1,0,3,1620
580000,1,0,4,1640
269500,2,0,3,1650
274000,1,0,4,1410
347000,2,0,4,1640
270000,1,0,3,1390
1.43E+06,1,2,3,2000
220000,1,0,3,1760
243000,1,2,4,1190
457500,1,0,5,1840
340000,1,0,3,1880
657500,1.5,0,3,2170
332500,2,0,3,2090
340000,1,3,3,1570
350000,1,1,3,2500
428000,1,0,5,2000
515055,2,0,3,2430
450000,1,0,4,1990
190000,1,0,3,1330
1.00E+06,3,0,4,1500
299000,2,0,3,2160
508000,2,2,3,2690
294000,2,0,3,2200
320000,1,0,3,1540
641000,2,0,3,3250
675000,1,0,4,2830
255000,1,0,5,1330
286651,2,0,3,2488
607500,1,0,4,2550
765000,1,0,4,2260
334950,1,0,3,2760
426000,1,0,5,1930
775000,1.5,0,4,1670
343000,1,0,5,1310
470101,2,0,3,2090
195000,1,0,4,1390
772500,1.5,2,3,2140
450000,1,0,3,2630
1.44E+06,3,3,3,2160
525000,1,0,3,1700
280000,2,0,3,1390
270000,1,0,3,1894
406100,3,0,3,1430
332544,1,0,3,1760
110000,1,0,3,900
685000,1.5,0,3,2300
461000,1.5,0,5,1480
615000,1,0,4,2120
550000,1,0,4,1890
1.06E+06,2,1,3,2620
685000,2,0,4,2340
1.56E+06,2,0,4,2870
312000,2,0,3,1830
507500,1,0,3,1930
217000,1,0,3,1540
439000,1,3,4,1960
620000,2,0,3,3150
915000,2,0,3,2950
425000,1,0,3,1330
435000,1,0,3,1280
305000,2,0,3,1654
276000,1,0,3,1630
327500,2,0,3,1960
810000,2,0,3,2620
715000,2,0,3,2990
272000,1,0,4,1650
266000,1,0,5,1230
543000,2,2,3,2430
400000,1,0,3,1710
509500,1,0,4,2050
495000,2,3,3,2540
424950,2,0,3,2670
230000,1,0,3,1250
235000,1.5,0,3,1760
763000,1,2,4,2530
350000,2,0,5,1770
900000,2,2,5,2570
250000,1,0,4,1640
225000,2,0,3,1060
255000,1,0,3,1160
161700,1,0,3,1790
336000,1,0,3,1740
410500,1,0,3,1210
502700,2,0,4,1590
505000,1,0,5,2010
250000,1.5,0,3,1750
570000,1.5,0,3,1750
349900,2,0,3,2130
465000,2,0,3,2950
625000,2,3,3,3590
655000,1,0,3,1720
469000,1,0,4,1660
355000,1,0,3,1820
596000,2,0,3,1730
790000,2,0,3,3020
885000,2,0,3,3850
1.03E+06,2,0,3,2740
710000,1,0,4,2052
428040,2,0,3,2150
1.37E+06,1,2,3,2680
546000,1,0,3,1180
540000,1.5,0,5,1500
435000,1,0,3,1470
540000,1,0,4,1870
284000,1,0,3,1200
208000,1,0,5,1000
315000,1,0,3,1540
417500,1,0,3,1200
345000,1,0,3,2060
375000,3,0,3,1330
389800,1,0,3,1540
475000,1,0,3,1890
569000,2,0,3,2350
985000,2,0,3,2810
532000,2,0,3,2030
280000,1,0,5,810
435000,1,0,4,2340
223000,1,0,3,1960
390000,1,0,4,2320
315000,1,0,3,1500
612000,1,0,3,1830
591000,1,0,5,1440
800000,2,0,3,2500
225000,1,0,3,1930
589900,2,0,3,3140
565000,1,0,3,2050
650000,1,0,3,1620
499000,2,0,3,1640
280000,1.5,0,3,1350
649950,1,2,4,2340
420000,1,0,4,1480
319990,2,0,3,1990
265000,1,0,3,1528
482000,1,0,3,1940
452000,1,2,4,2450
1.49E+06,2,3,3,5030
375000,1.5,0,4,1490
588000,2,0,5,1370
635000,2,0,3,2890
280500,2,0,3,2170
210500,1,0,4,1310
196500,1,0,4,1390
1.40E+06,2,1,5,2610
475000,1,0,2,1630
550000,2,0,4,1930
1.58E+06,2,0,3,1880
240000,1,0,3,1540
272000,1.5,0,3,1080
408506,1.5,0,3,2040
640000,2,0,3,910
316000,2,0,3,2160
299000,1,0,3,1390
447500,2,0,3,1550
736500,2,3,3,3715
665000,2,0,3,3280
707000,1,0,4,2550
215000,1,0,3,1630
275000,2,0,4,1640
648000,2,1,4,2600
415000,2,0,3,2080
690000,3,0,3,1890
320000,1,0,4,1980
750000,1,0,4,1970
355000,3,0,3,1370
246000,1,0,4,1460
1.16E+06,1,2,4,2630
744000,2,0,3,2400
1.21E+06,2,0,3,1690
217000,1,0,3,1930
583000,2,1,3,2270
515000,1,0,4,1530
594000,1,0,4,2080
303100,1,0,3,1640
430000,1,0,4,1860
708000,2,0,3,1840
221000,1,0,3,1200
325000,2,0,3,2180
1.30E+06,2,0,3,4740
385000,1,0,4,1320
359500,2,0,3,1880
433000,1,0,3,2010
525000,1,0,3,1060
356200,1,2,5,2390
595000,1,0,4,2560
560000,1,0,4,1680
2.18E+06,1.5,0,5,3120
513000,1,0,3,1510
365000,1,0,4,1120
368000,1,0,3,1170
870000,1.5,0,5,2750
225000,1,0,3,1570
1.39E+06,2,2,3,3370
177000,1,0,4,1540
465000,1,0,3,1610
750000,1,3,3,2250
149000,1,0,3,1040
605000,2,3,3,2760
725000,1.5,0,4,1620
413900,2,0,3,2470
199950,1,0,3,990
400000,1,0,4,1930
870000,2,0,4,2070
292000,1,0,4,1930
225000,1,0,4,1260
466750,2,0,3,1410
330000,1,0,4,1460
770000,2,0,5,2340
802500,1,1,3,1840
378800,2,0,3,2900
795000,2,0,3,3110
460000,1,0,3,1750
567000,2,0,3,2220
209950,1,0,3,2000
415000,1,0,4,1380
424500,1,0,3,1650
261000,1,0,3,1280
365000,2,0,3,2200
631000,1.5,0,4,1480
3.80E+06,1,2,4,5070
584000,2,0,3,1340
310000,1,0,3,2100
717000,2,0,4,2650
667000,2,0,3,2210
190000,1,0,3,1600
430000,1,0,3,2390
213000,1,0,4,1500
475000,1,0,3,2030
649000,2,3,4,1820
715000,2,0,3,3180
845000,1,0,3,3360
390000,1,0,3,1850
390000,1,0,3,2340
328000,1,0,4,1820
239999,1,0,3,1550
225000,1,0,3,1540
920000,1,2,4,3020
940000,2,0,3,3380
465000,1,0,4,1070
241000,1,0,3,1510
307550,2,0,3,2550
490000,1,3,4,2650
647000,2,0,3,2790
780000,1.5,0,3,2670
517500,2,0,3,1740
295000,1,0,4,1410
560000,2,0,3,1770
319450,1.5,0,5,1540
1.50E+06,2,1,3,2940
340000,1,0,3,2370
249950,1,0,4,1080
499950,1.5,0,3,1510
1.04E+06,1,0,4,3520
750000,1,2,4,2370
875000,2,0,3,3080
678000,1,0,5,2200
360000,1,0,3,1620
354900,1,0,4,1550
632000,1,0,3,2500
350000,1,0,4,1370
990000,2,2,3,2340
1.65E+06,3,3,3,2970
481000,2,0,3,2110
485000,1,0,5,1090
477000,2,0,3,1740
560000,1,0,5,2010
600000,1,0,4,2090
622500,2,0,4,2520
410000,2,0,4,1640
318200,2,0,3,2580
289000,1,0,3,1990
263000,2,0,3,1580
240000,1,0,4,1760
281500,1,0,3,1340
587206,2,0,3,1680
482000,2,0,3,1760
485000,1,0,3,1880
309000,2,0,3,2080
221000,1,0,3,1480
700000,2,0,4,2450
411500,1,0,5,1840
285000,2,0,3,1760
395000,1,0,4,1910
237950,1,0,4,1680
680000,1,2,4,2260
199950,1,0,3,1040
765000,2,2,3,1690
515000,1,0,3,1420
470000,1,0,4,1430
330000,1,0,3,950
284000,1,0,3,1950
295000,1,0,3,1250
555000,1,0,4,1280
350000,1.5,0,3,1560
240000,1,0,3,1490
419900,1,0,3,1490
528000,1,0,3,1620
481000,1,0,4,2230
304700,1,0,4,1140
715000,2,0,3,2967
738950,1,0,4,1870
215000,1,0,4,2260
300000,1,0,4,1440
346000,1,0,3,1650
473000,2,3,3,2860
500000,1,0,3,1330
750000,1,2,3,1420
519900,1,0,4,2260
378500,1,0,4,2260
314500,1,0,4,1950
499950,1,0,3,1840
1.74E+06,2.5,3,5,3220
630000,2,0,3,2470
360000,1,0,3,1430
460000,1,0,4,1450
361000,1.5,4,4,2550
713400,1,0,4,1900
445000,1,0,5,1900
305000,1,3,4,2280
1.43E+06,1.5,4,3,2960
222000,1,0,4,1060
510000,2,0,3,3400
500000,2,0,3,1720
605000,1,0,4,1720
393000,2,0,3,1910
725000,2,0,4,2490
320000,1,0,3,1490
210000,1,0,4,1690
419900,2,0,3,2800
410000,2,0,3,2000
721000,1,1,3,2140
605000,1.5,0,4,1870
738000,1.5,0,5,2310
725000,2,0,3,2220
255000,1,0,3,1240
303000,3,0,3,1340
394950,1,0,4,1740
530000,2,0,5,1530
475000,1,0,3,2650
250000,2,0,3,1590
180000,1,0,2,1260
443500,1,0,4,1410
390000,1,0,3,1740
430000,1,0,3,1580
460000,2,0,3,1650
660000,2,0,3,2060
515000,1,0,3,1760
482500,1,0,4,1580
305000,2,0,3,1150
835000,1.5,0,3,2120
237000,1,0,3,1670
445000,2,0,4,1510
710000,1,0,4,1790
180000,1,0,4,1430
280017,2,0,3,2350
436500,2,0,4,2290
1.26E+06,2,0,3,1650
420000,1,0,4,1680
205000,1,0,3,1280
570000,1,0,4,1980
565000,1,0,4,1950
287000,1,0,3,1840
260000,1,0,3,1840
470000,1,0,3,1840
700000,2,0,4,2310
249000,1,0,3,2180
568000,1,0,4,2050
500000,1.5,0,4,1580
358000,1,0,4,1800
225000,2,0,3,1860
275500,1,0,4,1090
495000,2,0,3,2050
758800,1,0,3,2580
280000,1,0,4,1450
380500,2,0,3,2100
3.20E+06,2.5,2,5,2940
260000,1,2,3,1710
630000,3,0,3,1520
875000,1,0,5,1770
457500,1.5,0,4,1380
900000,1,0,3,2080
235000,1,0,4,1640
410000,2,0,4,2390
355000,1,0,3,1970
1.30E+06,2,3,3,4280
467500,1,0,3,2240
500000,1.5,0,5,1660
995000,2,4,5,2724
277000,1,0,3,1150
630000,2,0,3,1850
628000,1,0,4,2460
655000,2,0,3,2430
170000,1,0,3,1050
352500,1,2,4,2310
615000,2,0,3,2420
165000,1,0,3,1200
243500,2,0,4,1820
304000,2,0,3,950
369000,1,0,3,1950
779950,2,0,3,2990
605000,1,0,5,2470
292500,2,0,3,1990
500007,1,0,3,1730
449999,2,0,3,1760
355000,2,0,3,2250
258000,1,0,4,2070
380000,1,0,3,2150
650000,1,0,3,2560
456500,2,0,3,2410
259950,1.5,0,5,1480
123000,1.5,0,3,1330
520000,3,0,3,1780
506000,1,0,4,1930
425000,1.5,0,3,2030
438000,2,0,4,1990
1.49E+06,1,0,4,3330
375000,1,0,3,1480
337500,1,0,4,1500
300000,1,0,3,1900
627000,2,0,3,2690
1.40E+06,2,0,3,2650
674725,2,0,3,2760
325000,1,0,4,1670
230000,2,0,3,1510
485000,1,2,4,2520
315000,1.5,2,3,2030
560000,3,0,3,1320
444000,2,0,3,3610
325000,1,0,5,1300
118125,1,0,4,810
212000,1,0,4,810
428900,2,0,3,2820
510000,1,0,3,1770
416000,1,0,4,1900
950000,2,0,3,1600
204000,1,0,4,1400
7.70E+06,2.5,3,4,3940
878000,2,0,3,3290
1.05E+06,3,2,3,1190
350000,1,0,3,1270
659500,1,0,4,2330
395000,1,0,3,2050
308950,2,2,4,1820
410000,1,0,3,1370
710000,1,0,5,2440
175000,1,0,4,1300
508800,1,0,4,1840
606400,1.5,2,3,1670
245100,1,0,3,1640
540000,1,0,3,2030
415000,1,0,3,1830
469500,1,0,4,1880
195000,1,0,4,2240
1.62E+06,2,4,3,4940
1.45E+06,2,0,3,4770
1.20E+06,1,4,3,3460
1.07E+06,2,0,3,1950
555500,1,0,4,1340
440000,1,0,3,1170
485000,1,2,3,1540
693000,2,0,3,2540
295000,1,0,3,1300
700000,1,0,5,2690
767500,1,3,4,2140
800000,2,0,4,2470
440000,2,2,3,2500
600000,1,0,4,2310
1.16E+06,2,0,3,2320
506000,1,0,4,1680
474950,1,1,3,2040
654000,1,0,4,1460
710000,1,0,4,1840
620000,1,0,4,1710
390000,2,0,3,1900
550000,1,0,4,1720
353000,1,2,4,2180
465000,1,0,3,2740
279900,1,0,4,1750
700000,2,0,3,1850
395000,1,0,4,1890
375000,2,0,3,1830
547000,1.5,0,4,1530
525000,2,0,5,2270
285000,1.5,0,3,1450
570000,1,0,4,1950
409000,2,0,3,2690
260000,2,0,3,1811
348000,1,0,4,2340
389000,1.5,0,4,1540
445000,1,0,4,1790
400000,1,0,3,1230
302000,2,0,3,1720
798000,2,0,3,3190
335000,1,0,3,1650
585000,2,0,3,3000
2.50E+06,1,0,4,3880
555000,1,0,3,1720
3.10E+06,2,4,4,3450
295000,2,0,3,2700
265000,1,0,3,1950
330000,1,0,3,1210
286000,2,0,4,1690
305000,3,0,3,1190
970000,1,0,3,1180
525000,1,0,3,2100
355000,1,0,4,1230
469950,1,0,3,1930
435000,1,0,4,1260
363500,2,0,4,2400
595000,1,0,3,1250
275000,1,0,3,1320
295000,1,0,4,1080
345000,2,0,3,2290
485000,2,0,3,2150
1.25E+06,2,0,3,2470
340500,1,0,3,1340
280000,1,0,3,1280
449888,2,0,3,1490
483000,1,0,4,1330
445500,1,0,4,1390
379900,2,0,3,2190
599950,2,0,3,2060
215000,1,0,3,1700
263000,2,0,3,1610
565000,1,0,5,1270
950000,1.5,0,4,3430
395000,1.5,0,3,1440
1.54E+06,2,3,3,2130
922000,1,4,4,2620
330000,2,0,3,1410
1.53E+06,2,0,4,4830
323000,1,0,3,2510
554000,1,0,3,1670
500000,1,0,3,1980
775000,1,0,3,3280
340000,1,0,5,1870
560000,1,0,3,1580
304000,2,0,3,1920
279900,1,0,3,1430
315000,2,0,3,1460
849000,1.5,1,4,1980
325000,1,0,3,2550
786000,2,0,3,3160
384000,2,0,3,2876
907000,1.5,1,3,2600
700000,2,0,3,2900
269500,1,0,4,1510
269000,1,0,3,1730
749950,2,0,3,3730
325000,2,0,3,1770
1.15E+06,1,2,3,3130
406000,1,0,4,1730
650000,2,0,3,2540
295000,1.5,0,4,1650
375000,1,2,5,1850
395000,1,0,4,1190
609000,2,0,3,2470
510000,1,2,3,1610
190000,1,0,3,1540
250000,1,0,3,1040
295000,1,1,1,2600
740000,1.5,0,4,1950
323000,2,0,4,1600
713000,2,0,3,2340
1.07E+06,2,3,3,3110
460000,2,0,3,1720
880000,1.5,0,3,2630
585000,1,0,3,1680
249950,1,0,4,1050
450000,2,0,3,1710
450000,2,0,4,3010
1.78E+06,3,2,3,3730
350000,3,0,3,1600
292500,2,0,3,1805
879000,2,0,4,4080
1.18E+06,1.5,1,5,2500
584999,1,0,4,2960
366000,1,0,5,1920
987500,1,0,4,4100
300000,1,0,4,1720
299000,1,0,4,2020
560000,1.5,0,3,1720
695000,2,0,3,2620
360000,1,0,3,1840
183500,1,0,4,820
311000,1.5,0,5,1130
263000,1,0,4,2150
269000,1,0,5,1610
1.60E+06,2,0,3,2360
564000,2,0,3,2770
425000,2,0,3,2380
679000,1.5,0,4,2050
410000,1,0,4,1540
340000,2,0,3,2724
360000,1,0,5,1950
450000,1,0,3,2320
552000,1,3,4,1760
294000,1.5,0,4,1960
663500,1,0,3,1320
1.98E+06,2,0,3,2180
175409,1,0,4,1060
459000,2,0,3,1900
339950,1.5,0,4,1510
393000,1,0,3,1410
275500,1,0,5,1690
485000,1,0,5,1210
250000,1,0,4,1440
935100,1,0,3,1640
245000,1,0,4,1216
670000,2,0,4,2480
1.39E+06,2,0,3,3120
440000,1,0,4,2560
1.25E+06,2,0,3,2700
203000,1,0,4,1540
583000,2,0,3,2120
575000,1,0,3,1490
2.58E+06,2,0,3,2050
1.60E+06,2,3,3,3880
312500,2,0,3,1990
455000,3,2,3,2290
1.31E+06,1,3,4,3150
605000,1,0,3,1350
325000,1,0,3,1340
630000,1,0,3,2360
928950,2,0,3,2900
489950,1,0,3,2480
550000,1,0,3,2120
237000,1,0,3,1760
390000,1,0,3,1690
665000,2,0,3,2470
277000,1,0,3,1960
545000,1.5,0,3,1680
615000,2,0,3,1490
343000,1,0,3,2220
597000,2,0,3,1920
600000,1,0,3,2280
479000,1,0,3,1720
292000,1,0,4,1370
265000,1,0,3,1690
623000,2,0,3,2560
486000,1,0,3,2010
520500,1,0,4,1400
1.30E+06,1,0,3,5170
825000,1.5,4,4,2390
259900,1,0,3,1680
1.17E+06,1,0,5,2280
245000,1,1,3,2160
830200,1,0,5,2320
650000,2,0,3,2330
305000,1,0,4,1310
599000,2,0,3,2220
272000,2,0,3,1940
415000,2,0,3,1950
319000,1,0,4,1940
425000,1,0,4,2200
297500,1,0,4,2100
725000,2,0,4,2830
325000,2,0,4,2070
460000,1,0,4,1650
396480,1,0,3,1140
1.03E+06,2,0,3,2220
370000,1,0,4,1810
260656,1,0,4,1260
431000,2,0,3,1610
